,Name,City,Cuisine Style,Rating,Price Range,Number of Reviews,Reviews
1847,Pessic,Paris,Spanish,5.0,$$ - $$$,28.0,Amazing food and service - Perfect spanish spirit in Paris
1848,Le Nepo,Paris,French - European - Fusion - Spanish - Wine Bar,4.5,$$ - $$$,57.0,Great place! - MENU of the Day!
1849,Les Vendanges,Paris,French - European,4.0,$$ - $$$,219.0,Excellent choice for dinner - Good food and warm welcome
1850,Vin et Maree Maine - Montparnasse,Paris,French - Seafood,3.5,$$ - $$$,385.0,Great meal excellent service - Recommend place
1851,SOGOOSTO,Paris,Italian - Vegetarian Friendly,4.0,$$ - $$$,131.0,Amazing fresh pasta - super friendly staff - OK
1852,Auberge de Venise Bastille,Paris,Italian - European - Vegetarian Friendly,4.0,$$ - $$$,404.0,French Italian! - Nice atmosphere
1853,Le Royal Cambronne,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,340.0,Very tasty food and affable staff - Great atmosphere + good for people watchin
1854,Desi Road,Paris,Indian - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,120.0,Good Indian restaurant - One of the best Indian restaurant in Paris
1855,L'Epoque,Paris,French - European,4.5,$$ - $$$,137.0,Best day of a long trip - Typical al fresco dining at small local ca
1856,Sgabetti Ristorante Italiano,Paris,Italian - European - Vegetarian Friendly - Gluten Free Options,4.5,$$ - $$$,219.0,Good! - Lovely little restaurant
1857,Helene Darroze,Paris,French - European - Vegetarian Friendly,3.5,$$$$,894.0,Great plates  - overpriced vines - what a he
1858,Le Piano Perche,Paris,French,5.0,$$ - $$$,30.0,Last one to get a table - Exquisite restaurant in Montmartre
1859,Le Dome Du Marais,Paris,French - European - Vegetarian Friendly - Gluten Free Options,3.5,$$$$,804.0,Beautiful restaurant - nice food - parisian restaurent
1860,Cafe Le Buci,Paris,French - Bar - Cafe - European - Vegetarian Friendly,3.5,$$ - $$$,374.0,Reasonable food and pleasant atmosphere - Average
1861,Les Potes au Feu,Paris,French - European - Gastropub,4.5,$$ - $$$,107.0,Great food - interesting and different - Great value and delicious food
1862,Amores,Paris,Italian - European - Vegetarian Friendly,4.0,$$ - $$$,126.0,Good food - air could be fresher - Great affordable Italian
1863,Au Bascou,Paris,French - European,4.5,$$ - $$$,283.0,Run down but good food - Au Bascou
1864,Le Bon Pecheur,Paris,French - Bar - European - Pub - Vegetarian Friendly,4.5,$$ - $$$,128.0,Pleasant place - good food - Sympathic French bistrot into les Halles
1865,Cafe Ginger,Paris,European - Vegan Options - Gluten Free Options,4.0,$$ - $$$,173.0,Healthy vegan food - great service - This Place makes Paris an Alpha -City
1866,L'Illusion,Paris,French - Vegetarian Friendly,4.5,$$ - $$$,73.0,Wonderful birthday dinner celebration! - All things done with care
1867,Le Carpaccio,Paris,Italian - European - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,185.0,Delicious Italian Food - Nice place to grab a bite after sightseein
1868,l'Escient,Paris,French - European - Contemporary,4.5,$$ - $$$,155.0,Excellent - A Highlight of Our Paris Trip
1869,Anicia,Paris,French - Contemporary - Vegetarian Friendly,4.5,$$$$,142.0,small and warm restaurant with flavors fro
1870,Bistro Burger Montparnasse,Paris,American - Vegetarian Friendly,4.0,$$ - $$$,169.0,Very good Burger! - Rude people but good burgers
1871,Le Lithographe Bistrot,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,124.0,A Friendly French Bistro
1872,Yikou,Paris,French - Chinese - Asian - Fusion - Vegetarian Friendly,4.5,$$ - $$$,59.0,Hipster Heaven - Quite expensive mixed exeperience
1873,Le caveau du palais,Paris,French - European - Vegetarian Friendly,4.0,$$ - $$$,264.0,Perfect for dinner on a rainy night - Return
1874,L'Amour Vache,Paris,French - Vegetarian Friendly,4.0,$$ - $$$,74.0,Great little spot
1875,Chez Rob,Paris,French,4.5,$,48.0,Great burgers - even better service - Good food - Great service
1876,L'essentiel,Paris,French - European,4.0,$$ - $$$,287.0,A decouvrir sans tarder To discover immedi
1877,Thai Vien 2,Paris,Asian - Thai - Vegetarian Friendly,4.0,$$ - $$$,159.0,Yummy Lao Thai restaurant - The best Thai food ever had
1878,Restaurant La Gauloise,Paris,French,4.0,$$ - $$$,452.0,Dinner - Great and Generously Accommodating
1879,L’Epidon,Paris,French - European - Vegetarian Friendly - Vegan Options,4.5,$$ - $$$,55.0,Best vegetarian menu - A brilliant find
1880,Le Toucan,Paris,French - European,4.0,$$ - $$$,218.0,Stopped for a couple of beers - Very Good Tartare and Snails
1881,Les Deux Chauves,Paris,French - European - Wine Bar - Spanish,4.5,$$ - $$$,103.0,A charming little gem in the heart of Mont
1882,Autour du Saumon - Convention,Paris,International,4.5,$$$$,159.0,Excellent salmon - but you better like salm
1883,Le Gramont,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,67.0,Good food - Great streetside cafe
1884,Le Cabanon de l'Ecailler,Paris,Seafood,4.5,$$ - $$$,91.0,Delicious seafood! - Excellent choice for seafood in Paris
1885,Scoop Cafe,Paris,American - Brew Pub,4.5,$$ - $$$,85.0,Friendly American style - A Good surprise
1886,Le Gavroche,Paris,French - European,4.0,$$ - $$$,221.0,Excellent food - Local bistro with good food and great serv
1887,Le Passage,Paris,French - European - Wine Bar - Vegetarian Friendly,4.0,$$ - $$$,76.0,Authentic - Friendly staff and delicious food
1888,Lao Douang Paseuth,Paris,Asian - Thai - Vietnamese - Vegetarian Friendly,4.5,$,130.0,Verry good meal !!! - Excellent Lao -Thai -Vietnamese restaurant
1889,Rosemary,Paris,French - European - British - Bar - Fusion - Vegetarian Friendly,4.5,$$ - $$$,173.0,Lovely food but lacking in atmosphere - Great service and wonderful atmosphere
1890,Peret,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,215.0,Nice place - good food - Amazing Lunch and Service
1891,Leon de Bruxelles,Paris,French - Belgian - Seafood - European,3.5,$$ - $$$,695.0,Food still good - service so so - Good place for small children
1892,Il Barone,Paris,Italian - Vegetarian Friendly,4.5,$$ - $$$,164.0,Delicious - Great Discovery
1893,La Cevicheria,Paris,Peruvian - Latin - Central American - Gluten Free Options,4.0,$$ - $$$,470.0,Dinner - Yummy - light with flavours
1894,Le Burger Fermier des Enfants Rouges,Paris,,4.5,,50.0,Best burger EVER - Great Burger in the Marais
1895,l'Arbre de sel,Paris,Asian - Korean - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,181.0,Expensive but excellent - pretty good korean
1896,Barawine,Paris,,5.0,,27.0,Amazing cheese platter - The best cheese platter in Paris!
1897,Up Thai,Paris,Asian - Thai - Vegetarian Friendly,4.5,$$ - $$$,129.0,Delicious and great atmosphere! - Good Value for your pennies !
1898,Les Demoiselles Cafe Restaurant 17eme,Paris,French - Bar - European - Pub,4.5,$$ - $$$,123.0,Les demoiselles scores again🤗 - Alex
1899,La Cappadoce,Paris,Turkish - Vegetarian Friendly,4.5,$,55.0,Great Italian - amazing food lovely place
1900,Au Trou Gascon,Paris,French - European,4.0,$$$$,212.0,Good food but not really outstanding - Very good but dont bother
1901,La Pieta,Paris,Italian - Pizza - European - Vegetarian Friendly - Vegan Options,4.5,$$ - $$$,111.0,Very good and very fast! - Great Italian restaurant
1902,Depot Legal,Paris,French - Cafe - European - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,134.0,Late nite snack - Nice hot chocolate
1903,Brasserie Le Petit Marcel,Paris,French - Bar - European,3.5,$$ - $$$,472.0,Good breakfast spot - first time crepe Suze
1904,Baladna,Paris,Lebanese - Mediterranean - Middle Eastern - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,194.0,Pleasant Lebanese restaurant near the Cata
1905,Le Bois,Paris,French - Vegetarian Friendly,4.0,$$ - $$$,83.0,Fantastic Burger - Best salad I had in a long time
1906,Cesar Saint-Germain,Paris,Italian - Pizza - Mediterranean - European,4.0,$$ - $$$,165.0,Delightful Italian cuisine in St Germaine
1907,Le Jaja,Paris,French - European - Vegetarian Friendly,3.5,$$ - $$$,669.0,Great food but low service - Some excitement going on
1908,Bulliz,Paris,,4.5,,57.0,Very good coffee shop - Fun breakfast place
1909,Chez Joy,Paris,Thai - Vietnamese,4.5,$,82.0,Family run hole in the wall frequented by
1910,Bagelstein,Paris,American - Cafe - Fast Food - Vegetarian Friendly - Vegan Options,4.5,$,68.0,Amazing bagel and service!!! - A NICE PLACE TO SNACK NEAR ARC DE TRIOMPHE
1911,L'Ourcine,Paris,French - European,4.0,$$ - $$$,254.0,Good bistro - Great hidden gem! Very authentic and fanta
1912,Mamma Thai,Paris,Fast Food - Asian - Thai - Vegetarian Friendly - Vegan Options,5.0,$,27.0,Parisian street cafe experience with amazi
1913,Bateau Mouches,Paris,French - European,4.0,$$ - $$$,209.0,Gorgeous romantic boat dinner - Romantic time
1914,Les Bols de Jean,Paris,French - Vegetarian Friendly,3.5,$$ - $$$,266.0,Filling and tasty lunch - Interesting concept
1915,Ayako,Paris,Japanese - Sushi - Asian,4.0,$$ - $$$,208.0,Nice experience - Horrible experience
1916,La Table d'Ugo,Paris,French - European - Vegetarian Friendly,4.5,$$$$,133.0,Lovely evening - Paris must!
1917,Udon Jubey,Paris,Japanese - Asian - Vegetarian Friendly,4.0,$$ - $$$,193.0,Very good udon restaurant in Paris - Best udon as compared to Sanukiya
1918,God Save the Fish,Paris,European - British,4.5,$,76.0,A small but very affordable place to eat F
1919,HD Diner Opera,Paris,American - Vegetarian Friendly,4.0,$$ - $$$,406.0,Great restaurant - friendly service and exc
1920,L'Atelier Saint Georges,Paris,European - Vegetarian Friendly,4.5,$$ - $$$,171.0,A
1921,Tonton des Dames,Paris,French - Wine Bar - Steakhouse,4.5,$$ - $$$,95.0,Amazing! - Restaurant very friendly where you can fin
1922,Couscous Deli,Paris,Fusion - Middle Eastern - International - Mediterranean - Vegetarian Friendly,4.5,$$ - $$$,127.0,Excellent revisited thaï couscous quaint a
1923,Bocamexa,Paris,Mexican - Latin - Fast Food - Central American - Vegetarian Friendly - Vegan Options,4.0,$,179.0,Mexican food at good value for money - Small and perfectly formed
1924,L'Authentique,Paris,French - European,4.0,$$ - $$$,206.0,Rather impressed - Lauthentique
1925,Augusto Pizzeria,Paris,Pizza,4.5,$$ - $$$,74.0,Late dinner - Lovely restaurant - great food and wine
1926,Francoise of Mercy Fanny,Paris,French - Mediterranean,5.0,$$ - $$$,32.0,Great Dinner in a French Home - A foodies dream!
1927,Zouzou,Paris,French - Cafe - Mediterranean - Australian - Vegetarian Friendly - Gluten Free Options,5.0,$$ - $$$,23.0,Breakfast at zouzou - Healthy and delicious!
1928,Quartier Rouge,Paris,French - Diner - Wine Bar,4.5,$$ - $$$,73.0,Perfect New Years meal! - The place locals go
1929,Trois Fois Plus de Piment,Paris,Chinese - Asian - Soups - Vegetarian Friendly - Vegan Options,4.0,$,232.0,Gonna crave for this 🍜🔥 - Excellent little Sichuanese restaurant
1930,Hakata Choten Les Halles,Paris,Japanese,4.5,$$ - $$$,32.0,Most authentic in Paris - Great ramen
1931,Le Select Montparnasse,Paris,French - Bar - European,4.0,$$ - $$$,388.0,A Montparnasse classic brasserie - Fast - efficient - tasty food
1932,Le Saint Germain,Paris,French - European - Vegetarian Friendly,4.0,$$ - $$$,567.0,Great food - accommodated me with my small
1933,Bespoke,Paris,American - Bar - Vegetarian Friendly,4.5,$$ - $$$,303.0,Apero - Solid cocktails - nice snacks
1934,La Cerise sur la Pizza - Saint Paul,Paris,Italian - Pizza - Vegetarian Friendly,4.5,$,197.0,Good pizza & nice staff - Best Tuna pizza Ive ever had!
1935,Mipi,Paris,Italian - Pizza - Vegetarian Friendly - Vegan Options,4.5,$$ - $$$,291.0,Lovely little pizza place - Fresh - interesting Italian
1936,Quartier Libre,Paris,Vegetarian Friendly,4.5,$$ - $$$,50.0,Fab little find! - Amazing find
1937,L'Alexandra,Paris,French - European - Vegetarian Friendly,4.5,$$ - $$$,135.0,The most delicious main course and dessert - Excellent Restaurant
1938,La Cave des Abbesses,Paris,French - Wine Bar,4.5,$$ - $$$,113.0,Simply amazing! - Great wine - great charcuterie - great servi
1939,Sur le Pouce,Paris,French - European - Vegetarian Friendly,4.5,$,126.0,Fantastic food
1940,Il Vicolo,Paris,Italian - Mediterranean - European - Vegetarian Friendly,4.5,$$ - $$$,158.0,Wonderful Italian Dinner - Excellent
1941,Aux Deux Ecus,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,199.0,Nice little place - Quiet breakfast
1942,Aux Crus de Bourgogne,Paris,French - European,4.0,$$ - $$$,156.0,Great food - Execellent restaurant
1943,PaperBoy,Paris,Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,144.0,Great healthy breakfast - Pricy but yummy breakfast
1944,Le Saint Medard,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,198.0,Classical cafe but great fresh food - Cant get enough of the raspberry jam
1945,Pollop,Paris,French - European - Fusion - Vegetarian Friendly,4.0,$$ - $$$,174.0,A Thrill for the Senses - A must eat when in Paris
1946,Le Chalet St Michel,Paris,French - European - Vegetarian Friendly,3.5,$$ - $$$,689.0,Wonderful Experience - Nice relaxing atmosphere
1947,Matsuri Bac,Paris,Japanese - Sushi - Asian,4.0,$$ - $$$,230.0,Good Sushi in Paris! - Finally good Sushi in Paris!
1948,Le Face B,Paris,French,4.0,$$ - $$$,150.0,Saturdays brunch - Authentic bistro
1949,Cafe Mareva,Paris,French - Cafe - International - European - Vegetarian Friendly - Gluten Free Options,4.5,$$ - $$$,42.0,Amazing - healthy desserts and free WIFI! - Best gluten/dairy free brunch in town!
1950,Bangkok Express,Paris,Chinese - Thai,4.5,$$ - $$$,91.0,One of the best asian food in Paris - Just Fabulous!
1951,Piccola Roma,Paris,Italian - Pizza - Mediterranean - European - Vegetarian Friendly - Vegan Options,4.5,$$ - $$$,108.0,Loved it! - Amazing discovery!
1952,Nanashi,Paris,Japanese - Asian - Contemporary - Vegetarian Friendly - Vegan Options - Gluten Free Options,4.0,$$ - $$$,405.0,Great Japanese -Fusion organic food - Change of pace
1953,Abri Soba,Paris,Japanese - Vegetarian Friendly,4.0,$$ - $$$,59.0,Straight forward Japanese soba - i shouldnt tell you
1954,Giacomo,Paris,Italian - Mediterranean - European - Vegetarian Friendly,4.5,$$ - $$$,194.0,A great dining experience - Last meal in Paris
1955,Biosphere Cafe,Paris,Cafe - French - Vegetarian Friendly - Vegan Options - Gluten Free Options,4.0,$$ - $$$,228.0,Marvelous Desserts - Very nice lunch place
1956,A la Table d'Eulalie,Paris,French - European,4.5,$$ - $$$,74.0,Charming little restaurant in Montparnasse - Amazing homemade food!
1957,Le Petit Parisien,Paris,French - European - Vegetarian Friendly,4.0,$$ - $$$,287.0,Cute restaurant in Montmartre - I will not blame them for my stupidity - bu
1958,Ciacco,Paris,Italian - Pizza - Mediterranean - European,4.0,$$ - $$$,136.0,friendly and nice neighborhood place - Great Lanch
1959,Le Tipaza NC,Paris,African - Moroccan - Mediterranean - Middle Eastern - Vegetarian Friendly - Halal,4.0,$$ - $$$,257.0,Wonderful dinner and atmosphere - Nothing bad
1960,Chez ma Belle Mere,Paris,French - Bar - Cafe - European - Vegetarian Friendly,4.0,$$ - $$$,246.0,Good food - great service
1961,Bel Ami,Paris,European - French,4.5,$$$$,135.0,Beautiful hotel as well as bar for those n
1962,Loup,Paris,French - Bar - European - Vegetarian Friendly,4.0,$$ - $$$,388.0,A great find for the gluten free - Beautiful restaurant with great food
1963,Les Bombis,Paris,French - European,4.0,$$ - $$$,190.0,Really lovely place - Charming bistro
1964,Le Bizetro,Paris,French - European - Wine Bar - Gastropub - Vegetarian Friendly,4.5,$$ - $$$,75.0,The Parisian bistro experience  - loved it - INCREDIBLE FOOD & SERVICE
1965,Osteria Ferrara,Paris,Italian - Mediterranean - European,4.0,$$ - $$$,104.0,Less is more - Excellent italian cuisine
1966,Les frangines,Paris,French - European - Vegetarian Friendly,4.0,$$ - $$$,411.0,Good food - good atmosphere
1967,Le Refuge des Fondus,Paris,French - European - Vegetarian Friendly,3.5,$$ - $$$,934.0,Great ! - Fun fondue place
1968,Il Duca,Paris,Italian - Mediterranean - European - Vegetarian Friendly,4.0,$$ - $$$,237.0,Great Italian Cafe between Sacre -Coeur and
1969,Nove,Paris,Italian - Pizza - Mediterranean - European - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,159.0,Take Away - Takeaway
1970,Kushikatsu Bon,Paris,Japanese - Asian - Vegetarian Friendly,4.5,$$$$,138.0,Excellent meal - Great surprise
1971,Arty Le Restaurant,Paris,French - European - Vegan Options,4.0,$$ - $$$,253.0,Had Dinner Here - Very good food - quick and friendly service
1972,Hanoi,Paris,Asian - Vietnamese - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,183.0,Food comes out fast! - Good Vietnamese food in a nice area
1973,Caviar Kaspia,Paris,Seafood - Russian - Eastern European - European,4.5,$$$$,177.0,Very nice but expensive - Incredible caviar offerings
1974,BALLS,Paris,European - Vegetarian Friendly,4.0,$$ - $$$,152.0,Simple and good - It was good !
1975,Fabrique de Bouchons,Paris,French - Asian,4.5,$$ - $$$,75.0,Charming
1976,Le Plomb du Cantal,Paris,French - European,4.0,$$ - $$$,345.0,Vegetarians try these salads -they are enor
1977,Culture Crepes,Paris,French - European - Street Food - Vegan Options,4.5,$,100.0,Love this place from the moment we walked
1978,Tashi Delek,Paris,Asian - Tibetan - Vegetarian Friendly - Vegan Options,4.0,$$ - $$$,148.0,Great Tibetan cuisine - Inexpensive and tasty Tibetan cuisine in P
1979,La Dolce Vita,Paris,Italian - Pizza - European - Vegetarian Friendly,4.0,$$ - $$$,204.0,The best attention if you want to have din
1980,La Part des Anges,Paris,French - European,4.5,$$ - $$$,293.0,Terrific Little Bistro - Great
